run_id,experiment,model_id,method,method_kind,retention,quant_bits,effective_compression_ratio,suite,task,context_length,repeat,mode,batch_size,status,warnings,primary_metric,primary_score,driver_peak_bytes,torch_peak_bytes,kv_cache_bytes,ttft_s,itl_mean_s,throughput_tokens_per_s,generated_tokens,total_joules,joules_per_generated_token,mean_watts,peak_watts,gpu,device_index,hardware_backend
perf-kv_quant-2bit-ruler-niah_single_1-8k-rep1-bcfb3f1c92,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,2,0.000126,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,100.0,24189272064,17354333184,129630208,1.339802504000545,0.05024738817951939,16.573538061135327,640,9717.114225434043,15.182990977240692,251.08705612913084,298.567,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-16k-rep0-ce4758181d,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,6.4e-05,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,21439905792,19119975424,514752512,3.0126373911996778,0.05324304967401499,13.09341805944369,640,14305.676928676163,22.352620201056503,291.9515373536531,298.958,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-16k-rep1-8d41e881bd,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,6.4e-05,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,100.0,24189272064,19119975424,514752512,3.011165797202557,0.05724539600472437,12.447597114963203,640,14515.807842087328,22.68094975326145,281.31308241945254,298.617,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-4k-rep0-bd9ec5c320,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,0.000269,ruler,niah_single_1,4096,0,performance,1,ok,,string_match,100.0,23920836608,16802725376,121634816,0.5973483379995741,0.048874061762207,18.807529199478502,640,7235.409261316919,11.305326970807686,212.80473078053276,274.497,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-4k-rep1-302afb3839,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,0.000269,ruler,niah_single_1,4096,1,performance,1,ok,,string_match,100.0,23920836608,16802725376,121634816,0.5964953760012577,0.04999715972597932,18.422789067773117,640,7302.991490073077,11.410924203239183,209.8550702076757,274.024,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-8k-rep0-6eccfd604b,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,0.000126,ruler,niah_single_1,8192,0,performance,1,ok,,string_match,100.0,23927128064,17613593600,259260416,1.3382723239992629,0.05084106262519934,16.417804839123555,640,9841.952915619448,15.378051430655386,252.35672330683184,298.892,NVIDIA RTX A6000,0,nvml
perf-kv_quant-4bit-ruler-niah_single_1-8k-rep2-866fb1f796,full_sweep,unsloth/Llama-3.1-8B-Instruct,kv_quant,quantization,,4,0.000126,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,100.0,23920836608,17613593600,259260416,1.332059588398988,0.05703781791338784,14.922307841737632,640,10089.302090127538,15.764534515824277,234.63431211911774,302.359,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r010-ruler-niah_single_1-16k-rep0-595a31f948,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.1,,0.805092,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,21643329536,18373336064,401342464,3.0200709158016252,0.03924701631022319,15.9893974677118,640,9752.51742028129,15.238308469189516,242.59931252871573,298.742,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r010-ruler-niah_single_1-16k-rep2-d7815f8945,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.1,,0.805092,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,21418934272,18373336064,401342464,3.0464597464007968,0.03898601260314206,16.0030119220728,640,9940.534377960974,15.532084965564021,247.89248456703683,299.016,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r010-ruler-niah_single_1-4k-rep2-d534b6310d,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.1,,0.90035,ruler,niah_single_1,4096,2,performance,1,ok,,string_match,100.0,23920836608,16626105856,48496640,0.6167164972008322,0.040713453533864206,22.11353131952674,640,6047.817309446941,9.449714546010846,208.5444535094767,280.434,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-16k-rep0-a1d4c0985f,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.51254,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,23927128064,18991197184,1003749376,3.0516536937997443,0.04004657493857713,15.727986885002904,640,10212.80569450861,15.957508897669703,249.70117172354992,301.262,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-16k-rep1-a83c82d1e5,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.51254,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,100.0,23927128064,18991197184,1003749376,3.02402267619982,0.043148281614177664,15.050314441064785,640,10111.965209998885,15.799945640623259,236.81322404280232,300.878,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-16k-rep2-de0aa0eefa,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.51254,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,24189272064,18991197184,1003749376,3.033260355400853,0.03899537828659472,16.027117945269012,640,9976.633759503406,15.588490249224071,248.7926493693503,298.799,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-4k-rep2-0d3a63f052,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.750337,ruler,niah_single_1,4096,2,performance,1,ok,,string_match,100.0,23927128064,16772120064,121503744,0.6248267037990445,0.039522769990561375,22.674859856357607,640,6283.277655187071,9.817621336229799,222.81036557344365,287.433,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-8k-rep1-c25227ccf6,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.512574,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,100.0,23937613824,17548712960,505544704,1.3525325148002594,0.040711744982669246,19.620424883788253,640,7319.9813251824,11.4374708205975,223.84848961224154,298.739,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r025-ruler-niah_single_1-8k-rep2-dedaa0b6a3,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.25,,0.512574,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,100.0,23927128064,17548712960,505544704,1.3571859910007333,0.04040934351811646,19.722776796041234,640,7371.933408756935,11.51864595118271,226.82756580787395,301.187,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r050-ruler-niah_single_1-16k-rep0-d116094e34,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.5,,0.02508,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,23920836608,20020964352,2007498752,3.037680439199903,0.040516195278745386,15.640177771484733,640,10317.89793840225,16.121715528753516,251.021406533577,300.615,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r050-ruler-niah_single_1-16k-rep2-3c5455a437,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.5,,0.02508,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,21439905792,20020964352,2007498752,3.023203965200082,0.040287427702360865,15.723768754002087,640,10199.46328790306,15.936661387348531,249.37485987569153,298.385,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r050-ruler-niah_single_1-8k-rep0-2515d42a5e,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.5,,0.025148,ruler,niah_single_1,8192,0,performance,1,ok,,string_match,100.0,23927128064,18067299328,1011089408,1.3716879038001935,0.03873027364881966,20.346089089496303,640,7604.474441384039,11.88199131466256,241.41024458005384,301.949,NVIDIA RTX A6000,0,nvml
perf-pyramidkv-r050-ruler-niah_single_1-8k-rep2-b4fe6c8ec5,full_sweep,unsloth/Llama-3.1-8B-Instruct,pyramidkv,eviction,0.5,,0.025148,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,100.0,23927128064,18067299328,1011089408,1.354960088000371,0.041170890248810516,19.439796877453734,640,7473.603730409754,11.67750582876524,226.47145241601817,298.828,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-16k-rep1-0a5c05934e,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.900127,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,100.0,23920836608,18373127168,205651968,3.0217481386003784,0.04100700481417227,15.551685264989631,640,9843.08248704107,15.379816386001673,238.3299407253678,298.556,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-16k-rep2-926b345e56,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.900127,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,23927128064,18373127168,205651968,3.019806476998929,0.03915683686614997,16.01298470992405,640,9717.723387894,15.183942793584375,242.3364113041018,301.009,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-4k-rep0-108d658b41,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.90035,ruler,niah_single_1,4096,0,performance,1,ok,,string_match,100.0,21418934272,16626105856,48496640,0.6173383409986855,0.03940879987402316,22.763543356170352,640,5983.828148978383,9.349731482778724,212.9465213906412,278.963,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-4k-rep1-58713344ee,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.90035,ruler,niah_single_1,4096,1,performance,1,ok,,string_match,100.0,24069734400,16626105856,48496640,0.6205909656004224,0.04130208167716344,21.818273750470123,640,6252.775870626751,9.769962297854299,213.40458080310518,280.032,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-4k-rep2-1f5610a24f,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.90035,ruler,niah_single_1,4096,2,performance,1,ok,,string_match,100.0,21439905792,16626105856,48496640,0.6218165341997519,0.0388469513763736,23.037261785632943,640,6086.029194790653,9.509420616860394,218.92001879977767,283.467,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-8k-rep1-c78c002340,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.900164,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,100.0,23927128064,17237482496,103546880,1.3644561893997889,0.039234510992136214,20.16362092248223,640,7339.843303038118,11.46850516099706,230.81122293112344,298.945,NVIDIA RTX A6000,0,nvml
perf-snapkv-r010-ruler-niah_single_1-8k-rep2-70611323a3,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.1,,0.900164,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,100.0,21439905792,17237482496,103546880,1.3540899260013248,0.04291622007400779,18.809003772460528,640,7380.823953987506,11.532537428105478,216.44531788640037,301.471,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-16k-rep0-ed25cb340f,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750095,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,21439905792,18991131648,514588672,3.0341040652005176,0.039048450798420495,16.012037106537846,640,10016.876193082087,15.65136905169076,249.79677424228572,298.702,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-16k-rep1-3af9461fe1,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750095,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,100.0,21418934272,18991131648,514588672,3.0282659044001776,0.04081910984724367,15.584915701449276,640,10043.10846986433,15.692356984163016,243.7637010010251,299.024,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-16k-rep2-12a5a1e719,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750095,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,24189272064,18991131648,514588672,3.0260599255998386,0.039247501048813555,15.977632740966675,640,9910.89591838579,15.485774872477796,246.53858318834344,298.707,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-4k-rep0-f621689058,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750337,ruler,niah_single_1,4096,0,performance,1,ok,,string_match,100.0,23927128064,16772120064,121503744,0.6157164690004719,0.04358738628661239,20.80617984971871,640,6212.892658820489,9.707644779407014,201.71640944045456,281.368,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-4k-rep1-3054fc5977,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750337,ruler,niah_single_1,4096,1,performance,1,ok,,string_match,100.0,23920836608,16772120064,121503744,0.6283806065992394,0.041505498450394265,21.693581740213553,640,6250.151772265635,9.765862144165055,211.868528262878,281.402,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-8k-rep0-d858a95527,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750158,ruler,niah_single_1,8192,0,performance,1,ok,,string_match,100.0,23927128064,17548647424,259129344,1.3551885412001865,0.03886982319054655,20.34114220943656,640,7283.60126799397,11.380626981240578,230.49288716816903,301.581,NVIDIA RTX A6000,0,nvml
perf-snapkv-r025-ruler-niah_single_1-8k-rep1-e9e5dc6f09,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.25,,0.750158,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,100.0,23920836608,17548647424,259129344,1.3589144934012438,0.03974308228503714,19.977235158924685,640,7352.970252851905,11.4890160200811,229.06360571236618,300.748,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-16k-rep0-83b2b33212,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.500064,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,100.0,23927128064,20020964352,1029439488,3.052780916800111,0.040053468355896384,15.724188896445446,640,10473.09355593789,16.364208681152952,256.0652491180764,298.755,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-16k-rep1-5de4b83128,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.500064,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,100.0,21630746624,20020964352,1029439488,3.0260834372005774,0.04560854426929113,14.513821332435578,640,10493.717993594673,16.396434364991677,236.87745856090407,298.87,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-16k-rep2-00fa7e9bce,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.500064,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,100.0,23927128064,20020964352,1029439488,3.0482465889988815,0.03899616175748827,15.997098632616732,640,10387.080794418422,16.229813741278782,258.38441970951726,298.882,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-4k-rep1-1b3014f19c,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.500404,ruler,niah_single_1,4096,1,performance,1,ok,,string_match,100.0,23937613824,17015389696,243138560,0.6235818585992092,0.04010720630552194,22.385148595669396,640,6258.35751572308,9.778683618317313,218.82232793409855,283.176,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-8k-rep0-85e8433e44,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.50019,ruler,niah_single_1,8192,0,performance,1,ok,,string_match,100.0,23929225216,18067168256,518389760,1.3660719926003366,0.03883145480629494,20.322702176548265,640,7559.416979460482,11.811589030407003,239.22111010170636,298.975,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-8k-rep1-08f93e243f,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.50019,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,100.0,21439905792,18067168256,518389760,1.3510954556004435,0.03905000395747566,20.281554359693242,640,7316.438812185834,11.431935644040365,231.5321144366209,298.829,NVIDIA RTX A6000,0,nvml
perf-snapkv-r050-ruler-niah_single_1-8k-rep2-aaa9b0e650,full_sweep,unsloth/Llama-3.1-8B-Instruct,snapkv,eviction,0.5,,0.50019,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,100.0,24189272064,18067168256,518389760,1.3585188899989589,0.04100440855592436,19.490417968711693,640,7511.428167590503,11.736606511860161,228.3100629711822,301.276,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-16k-rep0-bbd81b8a1b,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.900127,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,40.0,21439905792,18373127168,205651968,2.9461222170000836,0.03994415464095348,15.960583679899392,640,9808.996882272744,15.326557628551162,243.3984547825665,299.711,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-16k-rep1-a4123533d4,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.900127,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,40.0,23937613824,18373127168,205651968,2.943914419799694,0.04007982958739992,15.930467292163826,640,9804.394011567567,15.319365643074324,243.27443082775414,299.032,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-16k-rep2-62335ee90c,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.900127,ruler,niah_single_1,16384,2,performance,1,ok,,string_match,40.0,24189272064,18373127168,205651968,2.952482632000465,0.03861634373228528,16.290131839846644,640,9778.526169427709,15.278947139730795,248.1847410511304,299.378,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-4k-rep0-6aad118e94,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.90035,ruler,niah_single_1,4096,0,performance,1,ok,,string_match,0.0,23927128064,16626105856,48496640,0.5983384151986684,0.038882580319689684,23.116700454899096,640,6137.563827377348,9.589943480277107,221.56261849051705,291.591,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-4k-rep2-27f5c4a824,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.90035,ruler,niah_single_1,4096,2,performance,1,ok,,string_match,0.0,23927128064,16626105856,48496640,0.5912562671997875,0.0389368369527515,23.11681804037553,640,5885.9769646426785,9.196839007254185,212.48882423201474,278.185,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r010-ruler-niah_single_1-8k-rep2-de39bf4f31,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.1,,0.900164,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,0.0,21628649472,17237482496,103546880,1.3140108043997316,0.03873768709763824,20.53102593482805,640,7248.2821348184525,11.325440835653833,232.3157460507338,301.359,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-16k-rep0-2675bdb851,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750095,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,60.0,23920836608,18991131648,514588672,2.9347803704004036,0.04237738965195145,15.388954938954402,640,10002.71789486051,15.629246710719547,239.87274777168165,300.513,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-16k-rep1-291b76a1f3,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750095,ruler,niah_single_1,16384,1,performance,1,ok,,string_match,60.0,21439905792,18991131648,514588672,2.9324917182006174,0.048722272384246056,14.03331039407316,640,10384.65490133275,16.22602328333242,226.73818541150803,302.511,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-4k-rep1-84deaa4ecc,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750337,ruler,niah_single_1,4096,1,performance,1,ok,,string_match,0.0,23927128064,16772120064,121503744,0.5924519701999088,0.03988015731968724,22.62212568317686,640,6018.251314988981,9.403517679670284,212.65828612407742,289.24,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-4k-rep2-e460bd2968,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750337,ruler,niah_single_1,4096,2,performance,1,ok,,string_match,0.0,23927128064,16772120064,121503744,0.5899446599993098,0.03931964587558984,22.921279793887543,640,5885.486729989812,9.196073015609082,210.9485547011617,289.387,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-8k-rep0-e42b2ca550,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750158,ruler,niah_single_1,8192,0,performance,1,ok,,string_match,0.0,23920836608,17548647424,259129344,1.3062801555999612,0.039085389481888125,20.411524980334427,640,7194.5990314601095,11.24156098665642,229.12669101870412,299.253,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-8k-rep1-fb994623cc,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750158,ruler,niah_single_1,8192,1,performance,1,ok,,string_match,0.0,23927128064,17548647424,259129344,1.3073128544005157,0.03988448408503689,20.08330632407294,640,7293.210544742845,11.395641476160694,228.62637479666324,302.242,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r025-ruler-niah_single_1-8k-rep2-9fec7d109b,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.25,,0.750158,ruler,niah_single_1,8192,2,performance,1,ok,,string_match,0.0,23927128064,17548647424,259129344,1.3022431860001233,0.040366992242526586,19.908015560328117,640,7254.965317364399,11.335883308381874,225.30788008564167,299.926,NVIDIA RTX A6000,0,nvml
perf-streaming_llm-r050-ruler-niah_single_1-16k-rep0-dd1321a3e1,full_sweep,unsloth/Llama-3.1-8B-Instruct,streaming_llm,eviction,0.5,,0.500064,ruler,niah_single_1,16384,0,performance,1,ok,,string_match,80.0,24189272064,20020964352,1029439488,2.9382964573975188,0.039268637390559316,16.148711519080667,640,10069.248741585618,15.733201158727528,252.99500630989357,298.705,NVIDIA RTX A6000,0,nvml
